filename,width,height,class,xmin,ymin,xmax,ymax
aim_map_csgo0027.jpg,1366,768,ct-head,618,216,630,226
aim_map_csgo0027.jpg,1366,768,ct-head,599,267,610,281
aim_map_csgo0027.jpg,1366,768,tt,859,215,872,227
aim_map_csgo0028.jpg,1366,768,tt,1050,326,1079,380
aim_map_csgo0028.jpg,1366,768,ct,852,360,864,389
aim_map_csgo0028.jpg,1366,768,ct,365,341,388,381
aim_map_csgo0028.jpg,1366,768,ct,326,386,357,435
aim_map_csgo0028.jpg,1366,768,tt,641,298,657,315
aim_map_csgo0029.jpg,1366,768,tt,757,388,807,486
aim_map_csgo0029.jpg,1366,768,tt-head,773,389,795,410
aim_map_csgo0029.jpg,1366,768,tt,275,234,307,290
aim_map_csgo0029.jpg,1366,768,ct,337,173,357,193
aim_map_csgo0029.jpg,1366,768,tt,220,104,240,120
aim_map_csgo0029.jpg,1366,768,ct,687,179,702,215
aim_map_csgo0029.jpg,1366,768,ct,122,242,154,299
aim_map_csgo0029.jpg,1366,768,ct-head,127,244,142,255
aim_map_csgo0029.jpg,1366,768,ct-head,342,173,349,180
aim_map_csgo0029.jpg,1366,768,tt-head,280,233,289,244
aim_map_csgo0030.jpg,1366,768,ct,842,345,867,397
aim_map_csgo0030.jpg,1366,768,ct,668,348,686,391
aim_map_csgo0030.jpg,1366,768,ct,143,329,166,350
aim_map_csgo0030.jpg,1366,768,ct-head,146,330,159,339
aim_map_csgo0030.jpg,1366,768,ct-head,671,348,678,356
aim_map_csgo0030.jpg,1366,768,ct-head,849,345,859,356
aim_map_csgo0030.jpg,1366,768,tt,351,276,364,293
aim_map_csgo0031.jpg,1366,768,tt,825,296,846,348
aim_map_csgo0031.jpg,1366,768,ct,476,348,493,374
aim_map_csgo0031.jpg,1366,768,tt-head,830,297,842,306
aim_map_csgo0031.jpg,1366,768,ct-head,477,349,487,357
aim_map_csgo0032.jpg,1366,768,tt-head,1081,347,1102,366
aim_map_csgo0032.jpg,1366,768,ct-head,640,494,654,510
aim_map_csgo0032.jpg,1366,768,ct-head,753,451,765,463
aim_map_csgo0032.jpg,1366,768,ct,639,491,669,568
aim_map_csgo0032.jpg,1366,768,ct,748,449,778,517
aim_map_csgo0032.jpg,1366,768,tt,1071,345,1118,432
aim_map_csgo0033.jpg,1366,768,tt,546,357,567,418
aim_map_csgo0033.jpg,1366,768,tt-head,548,358,558,370
aim_map_csgo0034.jpg,1366,768,ct,1302,35,1366,205
aim_map_csgo0034.jpg,1366,768,ct-head,848,322,887,355
aim_map_csgo0034.jpg,1366,768,ct-head,1333,35,1366,79
aim_map_csgo0035.jpg,1366,768,ct-head,545,313,591,356
aim_map_csgo0035.jpg,1366,768,ct,530,310,622,415
aim_map_csgo0036.jpg,1366,768,tt,1035,344,1138,540
aim_map_csgo0036.jpg,1366,768,tt,554,312,574,352
aim_map_csgo0036.jpg,1366,768,tt,928,370,961,432
aim_map_csgo0036.jpg,1366,768,tt-head,1070,345,1113,384
aim_map_csgo0036.jpg,1366,768,tt-head,938,371,948,383
aim_map_csgo0036.jpg,1366,768,tt-head,556,311,570,322
aim_map_csgo0037.jpg,1366,768,ct-head,903,196,946,242
aim_map_csgo0037.jpg,1366,768,ct,884,193,1000,360
aim_map_csgo0038.jpg,1366,768,ct-head,874,332,891,348
aim_map_csgo0038.jpg,1366,768,ct,865,333,899,407
aim_map_csgo0039.jpg,1366,768,ct,661,375,726,547
aim_map_csgo0039.jpg,1366,768,ct-head,676,375,710,407
aim_map_csgo0040.jpg,1366,768,tt,651,401,676,434
aim_map_csgo0040.jpg,1366,768,tt-head,657,401,671,417
aim_map_csgo0040.jpg,1366,768,ct,694,351,730,424
aim_map_csgo0040.jpg,1366,768,ct-head,697,350,711,362
aim_map_csgo0041.jpg,1366,768,tt,1080,530,1141,618
aim_map_csgo0041.jpg,1366,768,tt-head,1111,531,1140,556
aim_map_csgo0041.jpg,1366,768,ct-head,638,299,651,315
aim_map_csgo0042.jpg,1366,768,ct-head,977,296,1011,321
aim_map_csgo0042.jpg,1366,768,ct-head,736,280,746,292
aim_map_csgo0042.jpg,1366,768,ct-head,701,282,707,291
aim_map_csgo0042.jpg,1366,768,ct,933,293,1015,439
aim_map_csgo0042.jpg,1366,768,ct,734,281,752,310
aim_map_csgo0042.jpg,1366,768,ct,702,281,712,301
aim_map_csgo0043.jpg,1366,768,ct,670,364,690,391
aim_map_csgo0043.jpg,1366,768,ct-head,672,362,682,374
aim_map_csgo0044.jpg,1366,768,ct,665,382,723,486
aim_map_csgo0044.jpg,1366,768,ct-head,674,382,695,408
aim_map_csgo0045.jpg,1366,768,tt,418,364,432,408
aim_map_csgo0045.jpg,1366,768,ct,493,284,510,305
aim_map_csgo0045.jpg,1366,768,ct,620,287,637,306
aim_map_csgo0045.jpg,1366,768,tt-head,422,363,430,374
aim_map_csgo0045.jpg,1366,768,ct-head,495,285,503,293
aim_map_csgo0045.jpg,1366,768,ct-head,623,286,633,295
aim_map_csgo0046.jpg,1366,768,tt,510,454,526,498
aim_map_csgo0046.jpg,1366,768,ct,549,378,567,398
aim_map_csgo0046.jpg,1366,768,ct,673,378,689,396
aim_map_csgo0046.jpg,1366,768,ct-head,552,378,560,387
aim_map_csgo0046.jpg,1366,768,ct-head,676,377,683,385
aim_map_csgo0046.jpg,1366,768,tt-head,513,455,518,466
aim_map_csgo0047.jpg,1366,768,tt,496,459,528,502
aim_map_csgo0047.jpg,1366,768,ct,552,378,570,400
aim_map_csgo0047.jpg,1366,768,ct,673,378,695,398
aim_map_csgo0047.jpg,1366,768,tt-head,504,458,514,468
aim_map_csgo0047.jpg,1366,768,ct-head,556,379,564,387
aim_map_csgo0047.jpg,1366,768,ct-head,680,379,687,385
aim_map_csgo0048.jpg,1366,768,ct,553,379,570,398
aim_map_csgo0048.jpg,1366,768,ct-head,557,380,564,386
aim_map_csgo0049.jpg,1366,768,ct-head,681,381,688,389
aim_map_csgo0049.jpg,1366,768,ct,679,381,693,400
aim_map_csgo0053.jpg,1366,768,ct,290,332,317,378
aim_map_csgo0053.jpg,1366,768,ct-head,298,334,308,343
aim_map_csgo0053.jpg,1366,768,tt,777,336,795,358
aim_map_csgo0053.jpg,1366,768,tt-head,785,337,794,345
aim_map_csgo0054.jpg,1366,768,ct,844,429,954,590
aim_map_csgo0054.jpg,1366,768,ct-head,885,431,923,476
aim_map_csgo0055.jpg,1366,768,ct,707,369,786,487
aim_map_csgo0055.jpg,1366,768,ct-head,725,370,758,400
aim_map_csgo0056.jpg,1366,768,ct-head,610,332,627,356
aim_map_csgo0056.jpg,1366,768,ct,594,332,641,455
aim_map_csgo0057.jpg,1366,768,ct-head,636,335,746,450
aim_map_csgo0057.jpg,1366,768,ct,578,334,732,768
aim_map_csgo0058.jpg,1366,768,ct,750,386,790,448
aim_map_csgo0058.jpg,1366,768,ct-head,772,385,788,401
aim_map_csgo0058.jpg,1366,768,ct-head,1208,364,1220,373
aim_map_csgo0059.jpg,1366,768,ct,603,515,764,768
aim_map_csgo0059.jpg,1366,768,ct-head,679,513,751,578
aim_map_csgo0060.jpg,1366,768,ct,833,363,877,485
aim_map_csgo0060.jpg,1366,768,ct,520,375,545,445
aim_map_csgo0060.jpg,1366,768,ct-head,840,364,860,389
aim_map_csgo0060.jpg,1366,768,ct-head,522,375,537,392
aim_map_csgo0061.jpg,1366,768,ct-head,678,384,687,399
aim_map_csgo0061.jpg,1366,768,ct-head,772,280,781,288
aim_map_csgo0061.jpg,1366,768,ct,668,382,700,458
aim_map_csgo0061.jpg,1366,768,ct,771,280,787,315
aim_map_csgo0062.jpg,1366,768,ct-head,533,384,547,405
aim_map_csgo0062.jpg,1366,768,ct,531,382,565,455
aim_map_csgo0062.jpg,1366,768,ct,763,222,783,263
aim_map_csgo0062.jpg,1366,768,ct-head,767,222,777,231
aim_map_csgo0063.jpg,1366,768,tt,295,255,320,300
aim_map_csgo0063.jpg,1366,768,tt-head,298,256,309,266
aim_map_csgo0063.jpg,1366,768,ct,843,236,862,281
aim_map_csgo0063.jpg,1366,768,ct-head,850,236,860,246
aim_map_csgo0064.jpg,1366,768,ct-head,725,239,740,255
aim_map_csgo0064.jpg,1366,768,ct-head,545,322,557,333
aim_map_csgo0064.jpg,1366,768,ct,722,240,753,298
aim_map_csgo0064.jpg,1366,768,ct,547,321,566,370
aim_map_csgo0065.jpg,1366,768,tt,286,450,316,516
aim_map_csgo0065.jpg,1366,768,tt-head,294,451,308,464
aim_map_csgo0065.jpg,1366,768,tt,583,367,601,401
aim_map_csgo0065.jpg,1366,768,tt,1,624,58,744
aim_map_csgo0065.jpg,1366,768,ct,394,342,409,370
aim_map_csgo0065.jpg,1366,768,ct,440,325,454,348
aim_map_csgo0065.jpg,1366,768,tt-head,4,629,32,664
aim_map_csgo0066.jpg,1366,768,tt,498,310,530,380
aim_map_csgo0066.jpg,1366,768,tt,795,315,821,376
aim_map_csgo0066.jpg,1366,768,tt-head,512,308,526,323
aim_map_csgo0066.jpg,1366,768,tt-head,805,315,820,328
aim_map_csgo0067.jpg,1366,768,tt,1162,334,1261,509
aim_map_csgo0067.jpg,1366,768,tt,510,343,569,465
aim_map_csgo0067.jpg,1366,768,tt-head,532,342,555,369
aim_map_csgo0067.jpg,1366,768,tt-head,1206,333,1254,376
aim_map_csgo0067.jpg,1366,768,ct-head,688,326,706,345
aim_map_csgo0068.jpg,1366,768,ct-head,621,338,651,370
aim_map_csgo0068.jpg,1366,768,ct-head,771,349,786,363
aim_map_csgo0068.jpg,1366,768,ct,595,337,661,503
aim_map_csgo0068.jpg,1366,768,ct,768,349,788,404
AN7awwq.jpg,2560,1440,ct-head,411,639,641,870
AN7awwq.jpg,2560,1440,tt-head,950,586,1025,661
AN7awwq.jpg,2560,1440,tt-head,1030,637,1116,711
AN7awwq.jpg,2560,1440,tt-head,1023,566,1087,639
AN7awwq.jpg,2560,1440,ct-head,1111,555,1191,643
counter-strike-global-offensive-cs-go-wallpaper-5.jpg,1536,864,tt-head,810,185,886,293
counter-strike-global-offensive-cs-go-wallpaper-5.jpg,1536,864,tt,715,189,964,864
counter-strike-global-offensive-cs-go-wallpaper-5.jpg,1536,864,tt-head,1201,342,1259,389
counter-strike-global-offensive-cs-go-wallpaper-5.jpg,1536,864,tt,1129,339,1268,645
CS-GO-Gaming.jpg,500,500,ct-head,184,89,259,169
CS-GO-Gaming.jpg,500,500,ct,75,88,302,456
cs-go-nuke.jpg,1920,1080,ct-head,1571,297,1775,469
cs-go-nuke.jpg,1920,1080,ct,1438,297,1920,855
cs-go-starter-config.jpg,648,386,tt,55,139,157,327
cs-go-starter-config.jpg,648,386,tt-head,102,137,140,173
cs-go-starter-config.jpg,648,386,tt,286,141,319,233
cs-go-starter-config.jpg,648,386,tt,234,142,270,233
cs-go-starter-config.jpg,648,386,tt-head,301,141,318,158
cs-go-starter-config.jpg,648,386,tt-head,249,143,264,160
csgo-01.jpg,1536,864,ct,1110,290,1311,666
csgo-01.jpg,1536,864,ct,475,340,601,543
csgo-01.jpg,1536,864,tt,892,281,920,351
csgo-01.jpg,1536,864,tt,1093,286,1125,341
csgo-01.jpg,1536,864,ct-head,1,9,289,452
csgo-01.jpg,1536,864,ct-head,548,337,595,385
csgo-01.jpg,1536,864,ct-head,1169,290,1238,347
csgo-01.jpg,1536,864,tt-head,890,275,916,297
csgo-1280x720-1.jpg,1280,720,ct,1,294,191,603
csgo-1280x720-1.jpg,1280,720,ct,640,262,813,598
csgo-1280x720-1.jpg,1280,720,ct-head,109,294,175,365
csgo-1280x720-1.jpg,1280,720,ct-head,681,267,753,326
CSGO-console-commands.jpg,1280,720,tt-head,202,29,357,228
CSGO-console-commands.jpg,1280,720,tt,1,33,416,717
CSGO-console-commands.jpg,1280,720,ct,584,181,632,299
CSGO-console-commands.jpg,1280,720,ct,709,165,743,265
CSGO-console-commands.jpg,1280,720,ct,772,192,817,277
CSGO-console-commands.jpg,1280,720,ct-head,593,180,617,211
CSGO-console-commands.jpg,1280,720,ct-head,716,166,733,187
CSGO-console-commands.jpg,1280,720,ct-head,784,192,807,218
csgo-top10-1.jpg,672,372,ct,310,68,537,372
csgo-top10-1.jpg,672,372,ct-head,320,73,441,203
csgo-update.jpg,1920,1080,ct-head,885,47,1161,309
csgo-update.jpg,1920,1080,ct-head,305,195,413,306
csgo-update.jpg,1920,1080,ct,828,46,1438,1080
csgo-update.jpg,1920,1080,ct,86,194,493,1006
csgo.jpg,1536,864,ct-head,1011,345,1106,441
csgo.jpg,1536,864,ct-head,781,442,835,503
csgo.jpg,1536,864,ct,940,335,1244,831
csgo.jpg,1536,864,ct,748,439,894,692
csgo00jpg.jpg,1200,800,ct-head,606,212,672,292
csgo00jpg.jpg,1200,800,ct-head,345,288,375,322
csgo00jpg.jpg,1200,800,ct,553,207,741,745
csgo00jpg.jpg,1200,800,ct,318,287,386,479
csgo_original_counter_terrorists_by_b2009-d8klyw3.jpg,1191,670,ct-head,256,85,344,196
csgo_original_counter_terrorists_by_b2009-d8klyw3.jpg,1191,670,ct-head,443,114,530,217
csgo_original_counter_terrorists_by_b2009-d8klyw3.jpg,1191,670,ct-head,636,103,711,220
csgo_original_counter_terrorists_by_b2009-d8klyw3.jpg,1191,670,ct-head,811,111,891,211
csgo_original_counter_terrorists_by_b2009-d8klyw3.jpg,1191,670,ct,199,83,387,670
csgo_original_counter_terrorists_by_b2009-d8klyw3.jpg,1191,670,ct,360,110,560,670
csgo_original_counter_terrorists_by_b2009-d8klyw3.jpg,1191,670,ct,589,104,783,670
csgo_original_counter_terrorists_by_b2009-d8klyw3.jpg,1191,670,ct,785,106,954,670
csgo_rank_meme_1024x1024.jpg,1024,768,ct-head,218,216,310,337
csgo_rank_meme_1024x1024.jpg,1024,768,ct-head,406,204,502,329
csgo_rank_meme_1024x1024.jpg,1024,768,ct-head,837,180,931,287
csgo_rank_meme_1024x1024.jpg,1024,768,ct,38,215,318,768
csgo_rank_meme_1024x1024.jpg,1024,768,ct,301,203,510,760
csgo_rank_meme_1024x1024.jpg,1024,768,ct,729,177,937,755
cs_go_ak_47_by_nexsusair143-d87j91a.jpg,1191,670,tt-head,477,66,549,179
cs_go_ak_47_by_nexsusair143-d87j91a.jpg,1191,670,tt,389,67,614,651
de_dust0478.jpg,1920,1080,ct,901,585,986,755
de_dust0478.jpg,1920,1080,ct-head,910,586,951,629
de_dust0479.jpg,1920,1080,ct,943,534,1015,695
de_dust0479.jpg,1920,1080,ct-head,957,543,984,576
de_dust0481.jpg,1920,1080,ct-head,832,522,853,548
de_dust0481.jpg,1920,1080,ct,822,521,877,632
de_dust0482.jpg,1920,1080,ct,961,510,975,550
de_dust0482.jpg,1920,1080,ct,982,514,995,548
de_dust0483.jpg,1920,1080,ct,948,532,965,574
de_dust0483.jpg,1920,1080,ct,971,536,985,571
de_dust0484.jpg,1920,1080,ct,950,530,967,571
de_dust0484.jpg,1920,1080,ct,973,534,987,570
de_dust0485.jpg,1920,1080,ct,951,537,968,577
de_dust0485.jpg,1920,1080,ct,975,542,986,575
de_dust0486.jpg,1920,1080,ct,953,527,969,568
de_dust0486.jpg,1920,1080,ct,975,532,988,566
de_dust0487.jpg,1920,1080,ct,954,497,977,572
de_dust0487.jpg,1920,1080,ct,925,497,952,568
de_dust0487.jpg,1920,1080,ct-head,955,495,970,513
de_dust0487.jpg,1920,1080,ct-head,929,495,945,514
de_dust0488.jpg,1920,1080,ct,945,515,972,583
de_dust0488.jpg,1920,1080,ct,1012,516,1032,575
de_dust0488.jpg,1920,1080,ct-head,950,514,963,530
de_dust0488.jpg,1920,1080,ct-head,1014,516,1027,531
de_dust0489.jpg,1920,1080,ct,982,514,1004,573
de_dust0489.jpg,1920,1080,ct-head,988,514,999,527
de_dust0491.jpg,1920,1080,ct,1091,299,1351,747
de_dust0491.jpg,1920,1080,ct-head,1123,303,1219,391
de_dust0492.jpg,1920,1080,ct-head,969,386,1050,469
de_dust0492.jpg,1920,1080,ct,941,385,1131,737
de_dust0493.jpg,1920,1080,ct-head,927,457,964,503
de_dust0493.jpg,1920,1080,ct,913,456,1020,675
de_dust0494.jpg,1920,1080,ct-head,917,463,957,500
de_dust0494.jpg,1920,1080,ct,911,464,1007,650
de_dust0495.jpg,1920,1080,ct-head,915,456,945,488
de_dust0495.jpg,1920,1080,ct,910,458,985,607
de_dust0495.jpg,1920,1080,tt-head,88,453,140,502
de_dust0495.jpg,1920,1080,tt,64,453,188,724
de_dust0496.jpg,1920,1080,ct-head,920,454,950,481
de_dust0496.jpg,1920,1080,ct,916,452,981,589
de_dust0496.jpg,1920,1080,tt-head,235,451,269,492
de_dust0496.jpg,1920,1080,tt,213,449,309,675
de_dust0499.jpg,1920,1080,tt,488,488,543,637
de_dust0499.jpg,1920,1080,tt-head,503,489,525,511
de_dust0499.jpg,1920,1080,ct-head,934,484,954,503
de_dust0499.jpg,1920,1080,ct,933,482,983,580
de_dust0502.jpg,1920,1080,ct,933,520,962,588
de_dust0502.jpg,1920,1080,ct-head,941,521,954,537
de_dust0503.jpg,1920,1080,ct-head,956,515,969,531
de_dust0503.jpg,1920,1080,ct,946,518,980,586
de_dust0505.jpg,1920,1080,ct,881,495,914,572
de_dust0505.jpg,1920,1080,ct-head,885,495,899,511
de_dust0508.jpg,1920,1080,ct,780,504,837,677
de_dust0508.jpg,1920,1080,ct-head,783,504,809,538
de_dust0509.jpg,1920,1080,ct,911,518,1005,746
de_dust0509.jpg,1920,1080,ct-head,935,519,971,569
de_dust0511.jpg,1920,1080,ct-head,916,512,936,534
de_dust0511.jpg,1920,1080,ct,913,513,950,608
de_dust0517.jpg,1920,1080,ct-head,885,528,915,561
de_dust0517.jpg,1920,1080,ct,878,527,939,697
de_dust0518.jpg,1920,1080,ct-head,931,503,962,538
de_dust0518.jpg,1920,1080,ct,926,504,986,678
de_dust0520.jpg,1920,1080,ct-head,912,521,926,538
de_dust0520.jpg,1920,1080,ct-head,1084,519,1096,533
de_dust0520.jpg,1920,1080,ct-head,1024,524,1034,534
de_dust0520.jpg,1920,1080,ct,899,521,941,610
de_dust0520.jpg,1920,1080,ct,1073,518,1107,611
de_dust0520.jpg,1920,1080,ct,1020,522,1040,573
de_dust0525.jpg,1920,1080,ct-head,961,518,973,530
de_dust0525.jpg,1920,1080,ct,955,516,981,578
de_dust0526.jpg,1920,1080,ct,955,524,981,584
de_dust0526.jpg,1920,1080,ct-head,960,525,973,537
de_dust0527.jpg,1920,1080,ct-head,956,528,968,541
de_dust0527.jpg,1920,1080,ct,951,526,974,587
de_dust0528.jpg,1920,1080,tt,1017,480,1052,607
de_dust0528.jpg,1920,1080,tt-head,1040,480,1053,500
de_dust0529.jpg,1920,1080,tt,748,425,824,653
de_dust0529.jpg,1920,1080,tt-head,781,422,816,460
de_dust0529.jpg,1920,1080,ct-head,1242,431,1251,443
de_dust0529.jpg,1920,1080,ct-head,1128,485,1139,496
de_dust0529.jpg,1920,1080,ct,1242,431,1257,476
de_dust0529.jpg,1920,1080,ct,1126,485,1143,505
de_dust0530.jpg,1920,1080,ct,853,596,872,620
de_dust0530.jpg,1920,1080,ct,954,536,969,564
de_dust0530.jpg,1920,1080,ct-head,857,596,867,608
de_dust0530.jpg,1920,1080,ct-head,955,536,965,544
de_dust0531.jpg,1920,1080,ct-head,863,596,872,609
de_dust0531.jpg,1920,1080,ct-head,954,539,962,549
de_dust0531.jpg,1920,1080,ct,857,595,880,623
de_dust0531.jpg,1920,1080,ct,953,537,968,571
de_dust0532.jpg,1920,1080,ct,945,496,993,624
de_dust0532.jpg,1920,1080,ct-head,954,496,982,523
de_dust0533.jpg,1920,1080,ct,190,533,334,742
de_dust0533.jpg,1920,1080,ct-head,207,533,270,588
de_dust0533.jpg,1920,1080,ct,967,515,993,572
de_dust0533.jpg,1920,1080,ct-head,981,515,992,527
